,Semana,Centro de Trabalho,Acabamento,OV,Item,OF,Material,Descrição,Quantidade,Quantidade Fornecida,aglomerado
5451,4,CRMLAMPL,Total,3820009975.0,10.0,1600062283,71001112,FQ CR 1049/000 100-P 4 NE,267.0,0.0,-1
5452,4,CRMCOLQD,Total,3820009975.0,10.0,1600062284,71000015,QD CR 1049/OCL 100-P 150 NE,3.0,0.0,-1
5453,4,CRMSER05,Total,3820009975.0,10.0,1600062285,71000824,QD CR 1049/000 100-PK 150 NE,3.0,0.0,-1
5454,4,CCSEBKDV,Total,3820009975.0,10.0,1600120046,71000188,KT CR 1049/000 100-P 4 00,800.0,0.0,-1
5455,4,CCSBALJT,Total,3820009975.0,10.0,1600120047,71000004,JT CR 1049/000 100-P 4 NE,800.0,0.0,-1
5456,21,CRMLAMPL,Total,3820009972.0,10.0,1600062514,71000479,"FQ CR 1521/000 108-F 3,5 NE",2000.0,0.0,-1
5457,21,CRMCOLQD,Total,3820009972.0,10.0,1600062515,71000049,QD CR 1521/OCL 108-F 150 NE,49.0,0.0,-1
5458,21,CRMSER05,Total,3820009972.0,10.0,1600062516,71000897,QD CR 1521/000 108-F 150 NE,49.0,0.0,-1
5459,21,CCSEMBJT,Total,3820009972.0,10.0,1600120134,71000324,"JT CR 1521/000 108-F 3,5 01",4000.0,0.0,-1
5460,21,CCSBALJT,Total,3820009972.0,10.0,1600120135,71001191,"JT CR 1521/000 108-F 3,5 NE",4000.0,0.0,-1
5461,8,CRMGUILH,Total,3820009955.0,10.0,1600062386,71001489,"FQ CI 5351/000 109-RT 0,2 NE",287.0,0.0,-1
5462,8,CRMLAMPL,Total,3820009955.0,10.0,1600062387,70006080,"PL CI 5351/000 950X650X2,0 NE",72.0,0.0,-1
5463,8,CCSEMBJT,Total,3820009955.0,10.0,1600120138,71001568,"JT CI 5351/000 109-RT 2,0 01",2002.0,0.0,-1
5464,8,CCSBALJT,Total,3820009955.0,10.0,1600120139,71001448,"JT CI 5351/000 109-RT 2,0 NE",2002.0,0.0,-1
5465,21,CRMLAMPL,Total,3820009949.0,10.0,1600063350,71000651,"FQ CI 5351/000 126-M 6,5 NE",2500.0,0.0,-1
5466,21,CRMCOLQD,Total,3820009949.0,10.0,1600063351,71000652,QD CI 5351/OCL 126-M 190 NE,90.0,0.0,-1
5467,21,CRMSER05,Total,3820009949.0,10.0,1600063352,71001347,QD CI 5351/000 126-M 190 NE,90.0,0.0,-1
5468,21,CCSEMBJT,Total,3820009949.0,10.0,1600120143,71000655,"JT CI 5351/000 126-M 6,5 01",2500.0,0.0,-1
5469,21,CCSBALJT,Total,3820009949.0,10.0,1600120144,71001983,"JT CI 5351/000 126-M 6,5 NE",2500.0,0.0,-1
5470,3,CRMLAMPL,Total,3820009943.0,10.0,1600062381,71000651,"FQ CI 5351/000 126-M 6,5 NE",2500.0,0.0,-1
5471,3,CRMCOLQD,Total,3820009943.0,10.0,1600062382,71000652,QD CI 5351/OCL 126-M 190 NE,90.0,0.0,-1
5472,3,CRMSER05,Total,3820009943.0,10.0,1600062383,71001347,QD CI 5351/000 126-M 190 NE,90.0,0.0,-1
5473,3,CCSEMBJT,Total,3820009943.0,10.0,1600120145,71000655,"JT CI 5351/000 126-M 6,5 01",2500.0,0.0,-1
5474,3,CCSBALJT,Total,3820009943.0,10.0,1600120146,71001983,"JT CI 5351/000 126-M 6,5 NE",2500.0,0.0,-1
5475,3,CRMLAMPL,Total,3820009941.0,10.0,1600062216,70009607,"PL CR GT56/000 1270X760X1,2 NE",32.0,0.0,-1
5476,3,CRMLAMPL,Total,3820009941.0,10.0,1600062218,70009602,"PL CR GT56/000 1270X760X3,4 NE",315.0,0.0,-1
5477,3,CCSDIVJT,Total,3820009941.0,10.0,1600120048,71001618,"FQ CR C319/OCL 108-M 3,8 NE",584.0,0.0,-1
5478,3,CCSDIVJT,Total,3820009941.0,10.0,1600120048,71001618,"FQ CR C319/OCL 108-M 3,8 NE",584.0,0.0,-1
5479,3,CCSTRIVA,Total,3820009941.0,10.0,1600120049,71000785,"FQ ML C319/OGL 108-M 3,8 NE",584.0,0.0,-1
5480,3,CCSDIVJT,Total,3820009941.0,10.0,1600120050,71000934,"FQ ML C319/000 108-M 3,8 NE",292.0,0.0,-1
5481,3,CCSEMBJT,Total,3820009941.0,10.0,1600120147,71000982,"JT ML C319/000 108-M 3,8 01",7000.0,0.0,-1
5482,3,CCSBALJT,Total,3820009941.0,10.0,1600120148,71001272,"JT ML C319/000 108-M 3,8 NE",7000.0,0.0,-1
5483,3,CCSTRIVA,Total,3820009941.0,10.0,1600120150,71000778,"FQ CR GT56/000 108-M 1,2 NE",1168.0,0.0,-1
5484,3,CRMLAMPL,Total,3820009940.0,10.0,1600062116,70009613,"PL CR GT56/000 1270X660X1,2 NE",42.0,0.0,-1
5485,3,CRMLAMPL,Total,3820009940.0,10.0,1600062117,70009602,"PL CR GT56/000 1270X760X3,4 NE",377.0,0.0,-1
5486,3,CCSBALJT,Total,3820009940.0,10.0,1600119813,71001271,"JT ML C319/000 107-M 3,8 NE",7000.0,0.0,-1
5487,3,CCSEMBJT,Total,3820009940.0,10.0,1600120157,71000981,"JT ML C319/000 107-M 3,8 01",7000.0,0.0,-1
5488,21,CRMLAMPL,Total,3820009939.0,10.0,1600062503,70009613,"PL CR GT56/000 1270X660X1,2 NE",39.0,0.0,-1
5489,21,CRMLAMPL,Total,3820009939.0,10.0,1600062504,70009602,"PL CR GT56/000 1270X760X3,4 NE",377.0,0.0,-1
5490,21,CCSDIVJT,Total,3820009939.0,10.0,1600120054,71001617,"FQ CR C319/OCL 107-M 3,8 NE",700.0,0.0,-1
5491,21,CCSDIVJT,Total,3820009939.0,10.0,1600120054,71001617,"FQ CR C319/OCL 107-M 3,8 NE",700.0,0.0,-1
5492,21,CCSTRIVA,Total,3820009939.0,10.0,1600120055,71000784,"FQ ML C319/OGL 107-M 3,8 NE",700.0,0.0,-1
5493,21,CCSDIVJT,Total,3820009939.0,10.0,1600120056,71000933,"FQ ML C319/000 107-M 3,8 NE",350.0,0.0,-1
5494,21,CCSBALJT,Total,3820009939.0,10.0,1600120158,71001271,"JT ML C319/000 107-M 3,8 NE",7000.0,0.0,-1
5495,21,CCSTRIVA,Total,3820009939.0,10.0,1600120161,70013704,"PL CR GT56/000 660X37X1,2 NE",1400.0,0.0,-1
5496,21,CCSEMBJT,Total,3820009939.0,10.0,1600120163,71000981,"JT ML C319/000 107-M 3,8 01",7000.0,0.0,-1
5497,20,CRMLAMPL,Total,3820009936.0,10.0,1600062376,71001482,"FQ CI 5351/000 102-FT 3,0 NE",250.0,0.0,-1
5498,20,CRMCOLQD,Total,3820009936.0,10.0,1600062377,71001412,QD CI 5351/OCL 102-FT 190 NE,5.0,0.0,-1
5499,20,CRMSER05,Total,3820009936.0,10.0,1600062378,71001342,QD CI 5351/000 102-FT 190 NE,5.0,0.0,-1
5500,20,CCSEMBJT,Total,3820009936.0,10.0,1600120057,71001560,"JT CI 5351/000 102-FT 3,0 01",500.0,0.0,-1
5501,20,CCSBALJT,Total,3820009936.0,10.0,1600120058,71001440,"JT CI 5351/000 102-FT 3,0 NE",500.0,0.0,-1
5502,20,CRMLAMPL,Total,3820009934.0,10.0,1600062495,70009607,"PL CR GT56/000 1270X760X1,2 NE",32.0,0.0,-1
5503,20,CRMLAMPL,Total,3820009934.0,10.0,1600062497,70009602,"PL CR GT56/000 1270X760X3,4 NE",315.0,0.0,-1
5504,20,CCSDIVJT,Total,3820009934.0,10.0,1600120059,71001618,"FQ CR C319/OCL 108-M 3,8 NE",584.0,0.0,-1
5505,20,CCSDIVJT,Total,3820009934.0,10.0,1600120059,71001618,"FQ CR C319/OCL 108-M 3,8 NE",584.0,0.0,-1
5506,20,CCSTRIVA,Total,3820009934.0,10.0,1600120060,71000785,"FQ ML C319/OGL 108-M 3,8 NE",584.0,0.0,-1
5507,20,CCSDIVJT,Total,3820009934.0,10.0,1600120061,71000934,"FQ ML C319/000 108-M 3,8 NE",292.0,0.0,-1
5508,20,CCSEMBJT,Total,3820009934.0,10.0,1600120166,71000982,"JT ML C319/000 108-M 3,8 01",7000.0,0.0,-1
5509,20,CCSBALJT,Total,3820009934.0,10.0,1600120167,71001272,"JT ML C319/000 108-M 3,8 NE",7000.0,0.0,-1
5510,20,CCSTRIVA,Total,3820009934.0,10.0,1600120169,71000778,"FQ CR GT56/000 108-M 1,2 NE",1168.0,0.0,-1
5511,4,CRMLAMPL,Total,3820009929.0,20.0,1600062224,71001481,"FQ CI 5351/000 102-AU 3,7 NE",1250.0,0.0,-1
5512,4,CRMCOLQD,Total,3820009929.0,20.0,1600062225,71001411,QD CI 5351/OCL 102-AU 190 NE,26.0,0.0,-1
5513,4,CRMSER05,Total,3820009929.0,20.0,1600062226,71001341,QD CI 5351/000 102-AU 190 NE,26.0,0.0,-1
5514,4,CCSEMBJT,Total,3820009929.0,20.0,1600120172,71001559,"JT CI 5351/000 102-AU 3,7 01",5000.0,0.0,-1
5515,4,CCSBALJT,Total,3820009929.0,20.0,1600120173,71001439,"JT CI 5351/000 102-AU 3,7 NE",5000.0,0.0,-1
5516,3,CCSEMBJT,Total,3820009928.0,10.0,1600107567,71000301,"JT CR 1028/C01 104-DIV 5,8 01",10000.0,0.0,-1
5517,3,CCSBALJT,Total,3820009928.0,10.0,1600107568,71001110,"JT CR 1028/C01 104-DIV 5,8 NE",10000.0,0.0,-1
5518,3,CRMSER02,Total,3820009928.0,10.0,1600107569,71001293,"JT CR 1028/2C1 104-DIV 5,8 NE",1000.0,0.0,-1
5519,9,CCSEMBJT,Total,3820009928.0,10.0,1600110598,71000301,"JT CR 1028/C01 104-DIV 5,8 01",10000.0,0.0,-1
5520,11,CCSEMBJT,Total,3820009928.0,10.0,1600110600,71000301,"JT CR 1028/C01 104-DIV 5,8 01",10000.0,0.0,-1
5521,9,CCSBALJT,Total,3820009928.0,10.0,1600110604,71001110,"JT CR 1028/C01 104-DIV 5,8 NE",10000.0,0.0,-1
5522,11,CCSBALJT,Total,3820009928.0,10.0,1600110605,71001110,"JT CR 1028/C01 104-DIV 5,8 NE",10000.0,0.0,-1
5523,9,CRMSER02,Total,3820009928.0,10.0,1600110606,71001293,"JT CR 1028/2C1 104-DIV 5,8 NE",1000.0,0.0,-1
5524,11,CRMSER02,Total,3820009928.0,10.0,1600110607,71001293,"JT CR 1028/2C1 104-DIV 5,8 NE",1000.0,0.0,-1
5525,3,CCSTRIVA,Total,3820009928.0,10.0,1600110608,71000489,"FQ CR 1028/OGL 104-DIV 5,8 NE",1000.0,0.0,-1
5526,10,CCSTRIVA,Total,3820009928.0,10.0,1600110609,71000489,"FQ CR 1028/OGL 104-DIV 5,8 NE",1000.0,0.0,-1
5527,11,CCSTRIVA,Total,3820009928.0,10.0,1600110610,71000489,"FQ CR 1028/OGL 104-DIV 5,8 NE",1000.0,0.0,-1
5528,3,CCSPINAC,Total,3820009928.0,10.0,1600110611,71000962,"FQ CR 1028/CBK 104-DIV 5,8 NE",42.0,0.0,-1
5529,10,CCSPINAC,Total,3820009928.0,10.0,1600110612,71000962,"FQ CR 1028/CBK 104-DIV 5,8 NE",42.0,0.0,-1
5530,11,CCSPINAC,Total,3820009928.0,10.0,1600110613,71000962,"FQ CR 1028/CBK 104-DIV 5,8 NE",42.0,0.0,-1
5531,3,CRMLAMPL,Total,3820009928.0,10.0,1600110617,70010020,"PL CR 1028/000 1000X1000X5,8 NE",42.0,0.0,-1
5532,10,CRMLAMPL,Total,3820009928.0,10.0,1600110618,70010020,"PL CR 1028/000 1000X1000X5,8 NE",42.0,0.0,-1
5533,11,CRMLAMPL,Total,3820009928.0,10.0,1600110619,70010020,"PL CR 1028/000 1000X1000X5,8 NE",42.0,0.0,-1
5534,20,CRMLAMPL,Total,3820009925.0,10.0,1600062371,71000549,"FQ CR GT56/000 100-VW 3,1 NE",500.0,0.0,-1
5535,20,CRMCOLQD,Total,3820009925.0,10.0,1600062372,71001415,QD CR GT56/OCL 100-VW 150 NE,12.0,0.0,-1
5536,20,CRMSER05,Total,3820009925.0,10.0,1600062373,71001350,QD CR GT56/000 100-VW 150 NE,12.0,0.0,-1
5537,20,CCSEMBJT,Total,3820009925.0,10.0,1600120178,71001575,"JT CR GT56/000 100-VW 3,05 00",2000.0,0.0,-1
5538,20,CCSBALJT,Total,3820009925.0,10.0,1600120179,71001456,"JT CR GT56/000 100-VW 3,05 NE",2000.0,0.0,-1
5539,3,CRMGUILH,Total,3820009919.0,10.0,1600062367,71000530,"FQ CR GT33/000 120-VW 3,8 NE",125.0,0.0,-1
5540,3,CRMLAMPL,Total,3820009919.0,10.0,1600062368,70009626,"PL CR GT33/000 1270X660X3,8 NE",69.0,0.0,-1
5541,3,CCSEMBJT,Total,3820009919.0,10.0,1600120180,71000277,"JT CR GT33/000 120-VW 3,8 EK",2500.0,0.0,-1
5542,3,CCSBALJT,Total,3820009919.0,10.0,1600120181,71001258,"JT CR GT33/000 120-VW 3,8 NE",2500.0,0.0,-1
5543,7,CRMEMBPL,Total,3820009918.0,10.0,1600074920,71001306,"FQ CR H70L/000 ELR133 3,0 EK",300.0,0.0,-1
5544,7,CRMGUILH,Total,3820009918.0,10.0,1600074921,70012132,"PL CR H70L/000 990X445X3,0 NE",300.0,0.0,-1
5545,7,CRMLAMPL,Total,3820009918.0,10.0,1600074922,70009600,"PL CR H70L/000 1000X1000X3,0 NE",150.0,0.0,-1
5546,4,CRMLAMPL,Total,3820009885.0,20.0,1600062357,71001475,"FQ CI 5351/000 106-FT 2,5 NE",2000.0,0.0,-1
5547,4,CRMCOLQD,Total,3820009885.0,20.0,1600062358,71001598,QD CI 5351/OCL 106-FT 190 NE,28.0,0.0,-1
5548,4,CRMSER05,Total,3820009885.0,20.0,1600062359,71001583,QD CI 5351/000 106-FT 190 NE,28.0,0.0,-1
5549,4,CCSEMBJT,Total,3820009885.0,20.0,1600120182,71001553,"JT CI 5351/000 106-FT 2,5 01",4000.0,0.0,-1
5550,4,CCSBALJT,Total,3820009885.0,20.0,1600120183,71001432,"JT CI 5351/000 106-FT 2,5 NE",4000.0,0.0,-1
5551,3,CRMLAMPL,Total,3820009883.0,10.0,1600062352,71000566,FQ CR 1028/000 103-O 3 NE,400.0,0.0,-1
5552,3,CRMCOLQD,Total,3820009883.0,10.0,1600062353,71000318,QD CR 1028/OCL 103-O 150 NE,9.0,0.0,-1
5553,3,CRMSER05,Total,3820009883.0,10.0,1600062354,71000821,QD CR 1028/000 103-O 150 NE,9.0,0.0,-1
5554,3,CCSEMBJT,Total,3820009883.0,10.0,1600120184,71000328,JT CR 1028/000 103-O 3 01,2000.0,0.0,-1
5555,3,CCSBALJT,Total,3820009883.0,10.0,1600120185,71001101,JT CR 1028/000 103-O 3 NE,2000.0,0.0,-1
5556,5,CRMGUILH,Total,3820009879.0,10.0,1600062249,71000531,"FQ CR GT33/000 121-VW 3,8 NE",114.0,0.0,-1
5557,5,CRMLAMPL,Total,3820009879.0,10.0,1600062250,70009626,"PL CR GT33/000 1270X660X3,8 NE",59.0,0.0,-1
5558,5,CCSEMBJT,Total,3820009879.0,10.0,1600120188,71000276,"JT CR GT33/000 121-VW 3,8 EK",2500.0,0.0,-1
5559,5,CCSBALJT,Total,3820009879.0,10.0,1600120189,71001256,"JT CR GT33/000 121-VW 3,8 NE",2500.0,0.0,-1
5560,8,CRMLAMPL,Total,3820009878.0,10.0,1600062481,71000665,FQ CI 5351/000 107-FT 3 NE,1500.0,0.0,-1
5561,8,CRMCOLQD,Total,3820009878.0,10.0,1600062482,71000666,QD CI 5351/000 107-FT 190 NE,26.0,0.0,-1
5562,8,CRMSER05,Total,3820009878.0,10.0,1600062483,71001343,QD CI 5351/OCL 107-FT 190 NE,26.0,0.0,-1
5563,8,CCSEMBJT,Total,3820009878.0,10.0,1600120190,71000669,JT CI 5351/CBK 107-FT 3 01,3000.0,0.0,-1
5564,8,CCSBALJT,Total,3820009878.0,10.0,1600120191,71004777,"JT CI 5351/CBK 107-FT 3,00 NE",3000.0,0.0,-1
5565,8,CCSPINAC,Total,3820009878.0,10.0,1600120192,71001942,FQ CI 5351/CBK 107-FT 3 NE,1500.0,0.0,-1
5566,8,CRMCOLQD,Total,3820009876.0,10.0,1600120063,71001414,QD CI 5351/OCL 119-F 190 NE,22.0,0.0,-1
5567,8,CRMSER05,Total,3820009876.0,10.0,1600120064,71001346,QD CI 5351/000 119-F 190 NE,22.0,0.0,-1
5568,8,CCSEMBJT,Total,3820009876.0,10.0,1600120193,71001565,"JT CI 5351/000 119-F 3,0 01",2500.0,0.0,-1
5569,8,CCSBALJT,Total,3820009876.0,10.0,1600120194,71001445,"JT CI 5351/000 119-F 3,0 NE",2500.0,0.0,-1
5570,8,CRMLAMPL,Total,3820009876.0,10.0,1600120195,71001487,"FQ CI 5351/000 119-F 3,0 NE",1250.0,0.0,-1
5571,8,CRMCOLQD,Total,3820009876.0,10.0,1600120196,71001414,QD CI 5351/OCL 119-F 190 NE,22.0,0.0,-1
5572,8,CRMSER05,Total,3820009876.0,10.0,1600120197,71001346,QD CI 5351/000 119-F 190 NE,22.0,0.0,-1
5573,22,CRMLAMPL,Total,3820009874.0,10.0,1600062342,70010020,"PL CR 1028/000 1000X1000X5,8 NE",50.0,0.0,-1
5574,22,CRMSER02,Total,3820009874.0,10.0,1600062343,71001293,"JT CR 1028/2C1 104-DIV 5,8 NE",10000.0,0.0,-1
5575,23,CRMSER02,Total,3820009874.0,10.0,1600066399,71001293,"JT CR 1028/2C1 104-DIV 5,8 NE",10000.0,0.0,-1
5576,23,CRMLAMPL,Total,3820009874.0,10.0,1600066403,70010020,"PL CR 1028/000 1000X1000X5,8 NE",50.0,0.0,-1
5577,24,CRMSER02,Total,3820009874.0,10.0,1600066405,71001293,"JT CR 1028/2C1 104-DIV 5,8 NE",20000.0,0.0,-1
5578,24,CRMLAMPL,Total,3820009874.0,10.0,1600066419,70010020,"PL CR 1028/000 1000X1000X5,8 NE",100.0,0.0,-1
5579,14,CCSTRIVA,Total,3820009874.0,10.0,1600103150,71000489,"FQ CR 1028/OGL 104-DIV 5,8 NE",20000.0,0.0,-1
5580,18,CCSTRIVA,Total,3820009874.0,10.0,1600103151,71000489,"FQ CR 1028/OGL 104-DIV 5,8 NE",10000.0,0.0,-1
5581,14,CCSPINAC,Total,3820009874.0,10.0,1600107562,71000962,"FQ CR 1028/CBK 104-DIV 5,8 NE",834.0,0.0,-1
5582,18,CCSPINAC,Total,3820009874.0,10.0,1600107563,71000962,"FQ CR 1028/CBK 104-DIV 5,8 NE",417.0,0.0,-1
5583,22,CCSBALJT,Total,3820009874.0,10.0,1600120199,71001110,"JT CR 1028/C01 104-DIV 5,8 NE",10000.0,0.0,-1
5584,18,CCSPINAC,Total,3820009874.0,10.0,1600120201,71000962,"FQ CR 1028/CBK 104-DIV 5,8 NE",417.0,0.0,-1
5585,22,CCSEMBJT,Total,3820009874.0,10.0,1600120202,71000301,"JT CR 1028/C01 104-DIV 5,8 01",10000.0,0.0,-1
5586,23,CCSEMBJT,Total,3820009874.0,10.0,1600120203,71000301,"JT CR 1028/C01 104-DIV 5,8 01",10000.0,0.0,-1
5587,23,CCSBALJT,Total,3820009874.0,10.0,1600120204,71001110,"JT CR 1028/C01 104-DIV 5,8 NE",10000.0,0.0,-1
5588,24,CCSEMBJT,Total,3820009874.0,10.0,1600120206,71000301,"JT CR 1028/C01 104-DIV 5,8 01",20000.0,0.0,-1
5589,24,CCSBALJT,Total,3820009874.0,10.0,1600120207,71001110,"JT CR 1028/C01 104-DIV 5,8 NE",20000.0,0.0,-1
5590,18,CCSTRIVA,Total,3820009874.0,10.0,1600124213,71000489,"FQ CR 1028/OGL 104-DIV 5,8 NE",10000.0,0.0,-1
5591,3,CRMGUILH,Total,3820009873.0,20.0,1600062337,71000546,FQ CR H70L/000 106-M 3 NE,203.0,0.0,-1
5592,3,CRMLAMPL,Total,3820009873.0,20.0,1600062338,70009598,"PL CR H70L/000 915X915X3,0 NE",53.0,0.0,-1
5593,10,CCSEMBJT,Total,3820009873.0,20.0,1600110593,71000540,JT CR H70L/000 106-M 3 EK,12525.0,0.0,-1
5594,10,CCSBALJT,Total,3820009873.0,20.0,1600110594,71001278,JT CR H70L/000 106-M 3 NE,12525.0,0.0,-1
5595,10,CRMGUILH,Total,3820009873.0,20.0,1600110595,71000546,FQ CR H70L/000 106-M 3 NE,348.0,0.0,-1
5596,10,CRMLAMPL,Total,3820009873.0,20.0,1600110596,70009598,"PL CR H70L/000 915X915X3,0 NE",91.0,0.0,-1
5597,3,CCSEMBJT,Total,3820009873.0,20.0,1600120210,71000540,JT CR H70L/000 106-M 3 EK,7300.0,0.0,-1
5598,3,CCSBALJT,Total,3820009873.0,20.0,1600120211,71001278,JT CR H70L/000 106-M 3 NE,7300.0,0.0,-1
5599,7,CRMGUILH,Total,3820009871.0,20.0,1600062325,71001494,"FQ CR GT56/000 125-M 2,5 NE",287.0,0.0,-1
5600,7,CRMLAMPL,Total,3820009871.0,20.0,1600062326,70013768,"PL CR GT56/000 1270X760X2,5 NE",144.0,0.0,-1
5601,7,CCSEMBJT,Total,3820009871.0,20.0,1600120212,71001576,"JT CR GT56/000 125-M 2,5 01",10010.0,0.0,-1
5602,7,CCSBALJT,Total,3820009871.0,20.0,1600120213,71001459,"JT CR GT56/000 125-M 2,5 NE",10010.0,0.0,-1
5603,21,CRMLAMPL,Total,3820009870.0,10.0,1600062321,70012109,"PL CI 5351/000 915X457X3,5 NE",456.0,0.0,-1
5604,21,CRMSER05,Total,3820009870.0,10.0,1600062322,70011941,BL CI 5351/000 915X457X200 NE,8.774,0.0,-1
5605,21,CCSEMBJT,Total,3820009870.0,10.0,1600120214,71001570,"JT CI 5351/000 103-VW 3,5 01",5005.0,0.0,-1
5606,21,CCSBALJT,Total,3820009870.0,10.0,1600120215,71001253,"JT CI 5351/000 103-VW 3,5 NE",5005.0,0.0,-1
5607,8,CRMLAMPL,Total,3820009868.0,20.0,1600063317,71001486,"FQ CI 5351/000 114-O 4,3 NE",1500.0,0.0,-1
5608,8,CRMCOLQD,Total,3820009868.0,20.0,1600063318,71001607,QD CI 5351/OCL 114-O 190 NE,36.0,0.0,-1
5609,8,CRMSER05,Total,3820009868.0,20.0,1600063319,71001592,QD CI 5351/000 114-O 190 NE,36.0,0.0,-1
5610,8,CCSEMBJT,Total,3820009868.0,20.0,1600120218,71001564,"JT CI 5351/000 114-O 4,3 01",3000.0,0.0,-1
5611,8,CCSBALJT,Total,3820009868.0,20.0,1600120219,71001444,"JT CI 5351/000 114-O 4,3 NE",3000.0,0.0,-1
5612,5,CRMSER05,Total,3820009866.0,10.0,1600062256,71001345,QD CI 5351/000 113-O 190 NE,17.0,0.0,-1
5613,5,CRMLAMPL,Total,3820009866.0,10.0,1600062259,71000648,FQ CI 5351/000 113-O 4 NE,750.0,0.0,-1
5614,5,CRMCOLQD,Total,3820009866.0,10.0,1600062260,71000649,QD CI 5351/OCL 113-O 190 NE,17.0,0.0,-1
5615,5,CCSEMBJT,Total,3820009866.0,10.0,1600120220,71000650,JT CI 5351/000 113-O 4 01,3000.0,0.0,-1
5616,5,CCSBALJT,Total,3820009866.0,10.0,1600120221,71004910,JT CI 5351/000 113-O 4 NE,3000.0,0.0,-1
5617,5,CRMLAMPL,Total,3820009865.0,10.0,1600062263,71000551,FQ CR 1047/000 101-IHC 2 NE,667.0,0.0,-1
5618,5,CRMCOLQD,Total,3820009865.0,10.0,1600062264,71000019,QD CR 1047/OCL 101-IHC 150 NE,10.0,0.0,-1
5619,5,CRMSER05,Total,3820009865.0,10.0,1600062265,71000822,QD CR 1047/000 101-HC 150 NE,10.0,0.0,-1
5620,5,CCSEMBJT,Total,3820009865.0,10.0,1600120222,71000240,JT CR 1047/000 101-IHC 2 01,2000.0,0.0,-1
5621,5,CCSBALJT,Total,3820009865.0,10.0,1600120223,71001111,JT CR 1047/000 101-HC 2 NE,2000.0,0.0,-1
5622,4,CRMLAMPL,Total,3820009860.0,10.0,1600062278,71000571,FQ CR GT33/000 114-FT 3 NE,300.0,0.0,-1
5623,4,CRMCOLQD,Total,3820009860.0,10.0,1600062279,71000060,QD CR GT33/OCL 114-FT 150 NE,7.0,0.0,-1
5624,4,CRMSER05,Total,3820009860.0,10.0,1600062280,71000803,QD CR GT33/000 114-FT 150 NE,7.0,0.0,-1
5625,4,CCSEMBJT,Total,3820009860.0,10.0,1600120066,71000352,JT CR GT33/000 114-FT 3 01,600.0,0.0,-1
5626,4,CCSBALJT,Total,3820009860.0,10.0,1600120067,71001255,JT CR GT33/000 114-FT 3 NE,600.0,0.0,-1
5627,5,CRMLAMPL,Total,3820009859.0,10.0,1600062253,71001918,"FQ CI 5351/000 100-VLV 7,00 NE",1000.0,0.0,-1
5628,5,CRMCOLQD,Total,3820009859.0,10.0,1600062254,71001919,QD CI 5351/OCL 100-VLV 150 NE,41.0,0.0,-1
5629,5,CRMSER05,Total,3820009859.0,10.0,1600062255,71001920,QD CI 5351/000 100-VLV 150 NE,41.0,0.0,-1
5630,5,CCSEMBJT,Total,3820009859.0,10.0,1600120226,71001916,"JT CI 5351/000 100-VLV 7,00 01",2000.0,0.0,-1
5631,5,CCSBALJT,Total,3820009859.0,10.0,1600120227,71001917,"JT CI 5351/000 100-VLV 7,00 NE",2000.0,0.0,-1
5632,8,CRMLAMPL,Total,3820009858.0,20.0,1600062303,71001474,"FQ ML C224/000 107-F 3,50 NE",1000.0,0.0,-1
5633,8,CRMCOLQD,Total,3820009858.0,20.0,1600062304,71001644,QD ML C224/000 107-F 150 NE,25.0,0.0,-1
5634,8,CRMSER05,Total,3820009858.0,20.0,1600062305,71001648,QD ML C224/OSR 107-F 150 NE,25.0,0.0,-1
5635,8,CRMCOLQD,Total,3820009858.0,20.0,1600062306,71001645,QD ML C224/OCL 107-F 150 NE,25.0,0.0,-1
5636,8,CRMCOLQD,Total,3820009858.0,20.0,1600062306,71001645,QD ML C224/OCL 107-F 150 NE,25.0,0.0,-1
5637,8,CRMSER05,Total,3820009858.0,20.0,1600062307,71001637,QD CR 1521/000 107-F 150 NE,25.0,0.0,-1
5638,8,CRMSER05,Total,3820009858.0,20.0,1600062308,71001647,QD CR 1235/000 107-F 150 NE,25.0,0.0,-1
5639,8,CCSEMBJT,Total,3820009858.0,20.0,1600120228,71001552,"JT ML C224/000 107-F 3,5 02",2000.0,0.0,-1
5640,8,CCSBALJT,Total,3820009858.0,20.0,1600120229,71001431,"JT ML C224/000 107-F 3,5 NE",2000.0,0.0,-1
5641,4,CRMGUILH,Total,3820009857.0,10.0,1600062273,71004782,"FQ CI 5351/2C8 125-F 2,30 NE",250.0,0.0,-1
5642,4,CCSPINAC,Total,3820009857.0,10.0,1600062274,70021894,"PL CI 5351/CBK 950X650X2,3 NE",125.0,0.0,-1
5643,4,CRMLAMPL,Total,3820009857.0,10.0,1600062275,70021893,"PL CI 5351/000 950X650X2,3 NE",125.0,0.0,-1
5644,4,CCSEMBJT,Total,3820009857.0,10.0,1600120230,71004779,"JT CI 5351/2C8 125-F 2,30 01",2000.0,0.0,-1
5645,4,CCSBALJT,Total,3820009857.0,10.0,1600120231,71004778,"JT CI 5351/2C8 125-F 2,30 NE",2000.0,0.0,-1
5646,6,CRMLAMPL,Total,3820009855.0,10.0,1600062298,71001477,"FQ CI 5351/000 100-FT 3,0 NE",2500.0,0.0,-1
5647,6,CRMCOLQD,Total,3820009855.0,10.0,1600062299,71001600,QD CI 5351/OCL 100-FT 190 NE,41.0,0.0,-1
5648,6,CRMSER05,Total,3820009855.0,10.0,1600062300,71001585,QD CI 5351/000 100-FT 190 NE,41.0,0.0,-1
